"customer_id","region","customer_segment","discount_sensitivity","frequency","recency_days","tenure_days","monetary","avg_spend","churn_flag","clv_proxy"
C00772,East,Low Activity,Low,4,252,368,2990.46,747.61,0,1224.12
C00773,North,Power User,Low,9,26,343,16341.88,1815.76,0,6234.98
C00774,Central,High Activity,Low,7,75,715,7790.78,1112.97,0,6196.23
C00775,South,Low Activity,Low,2,170,715,3150.62,1575.31,0,2505.78
C00776,North,High Activity,Low,8,35,183,14800.73,1850.09,0,3012.83
C00777,North,Mid Activity,Low,6,25,469,8014.17,1335.69,0,4180.9
C00778,South,High Activity,High,8,13,612,26033.15,3254.14,0,17722.21
C00779,South,Mid Activity,High,6,27,650,10934.87,1822.48,0,7906.2
C00780,South,Low Activity,Low,3,23,360,3777.69,1259.23,1,1512.76
C00781,South,High Activity,High,7,85,427,9019.59,1288.51,0,4284.04
C00782,Central,High Activity,Low,8,212,807,7710.44,963.81,1,6921.42
C00783,Central,Mid Activity,Low,6,119,458,5784.75,964.12,0,2947.05
C00784,Central,High Activity,Low,7,278,760,10766.51,1538.07,1,9101.82
C00785,North,Mid Activity,Low,6,66,433,8418.73,1403.12,0,4054.85
C00786,East,High Activity,Low,7,29,360,13775.64,1967.95,0,5516.39
C00787,South,Low Activity,Low,4,176,860,4635.85,1158.96,0,4434.73
C00788,Central,Mid Activity,High,5,37,688,6474.92,1294.98,0,4955.21
C00789,Central,Mid Activity,Low,6,23,879,71773.7,2392.46,0,14035.41
C00790,East,Power User,High,9,32,745,31095.18,3455.02,0,25768.53
C00791,North,Power User,Low,11,187,505,13131.17,1193.74,1,7376.22
C00792,South,Mid Activity,High,6,3,536,16149.22,2691.54,0,9628.47
C00794,South,High Activity,Low,8,33,859,23810.77,2976.35,0,22751.37
C00795,North,Low Activity,Low,3,170,570,24523.75,1634.92,1,3109.8
C00796,East,High Activity,Low,7,56,794,8373.56,1196.22,0,7395.54
C00797,East,High Activity,Low,7,201,264,7211.68,1030.24,0,2117.78
C00798,South,High Activity,Low,7,124,496,7648.28,1092.61,1,4219.74
C00799,South,Mid Activity,High,6,158,391,8353.49,1392.25,1,3633.17
C00800,East,Low Activity,Low,1,42,694,1167.57,1167.57,0,901.33
C00801,South,High Activity,Low,7,27,563,27019.14,3859.88,1,16920.79
C00802,North,Mid Activity,Low,5,162,870,6018.88,1203.78,1,5824.74
C00803,South,High Activity,Low,7,137,521,6394.6,913.51,0,3705.86
C00804,South,Low Activity,High,4,14,217,5187.24,1296.81,0,1252.09
C00805,Central,High Activity,Low,7,120,690,11631.51,1661.64,1,8927.39
C00806,South,Low Activity,High,4,2,599,3821.09,955.27,0,2545.97
C00807,East,Mid Activity,Low,6,8,348,9630.08,1605.01,0,3727.77
C00808,East,Low Activity,Low,3,31,522,3431.87,1143.96,0,1992.7
C00810,North,High Activity,Low,8,18,721,13429.75,1678.72,0,10770.7
C00811,East,High Activity,Low,7,33,881,8307.93,1186.85,0,8141.61
C00812,East,High Activity,High,8,294,716,10157.83,1269.73,1,8090.12
C00813,North,High Activity,Low,7,112,291,9901.59,1414.51,0,3205.07
C00814,East,Low Activity,Low,3,112,590,2968.95,989.65,0,1948.48
C00815,East,Low Activity,Low,1,96,385,1178.84,1178.84,0,504.84
C00816,Central,Mid Activity,Low,5,105,364,6277.44,1255.49,0,2541.7
C00817,South,Mid Activity,Low,6,258,561,5210.58,868.43,1,3251.54
C00818,Central,Low Activity,Low,3,16,675,4372.97,1457.66,0,3283.38
C00819,North,Low Activity,Low,4,21,558,5054.28,1263.57,0,3137.14
C00820,Central,High Activity,Low,7,2,226,19324.62,2760.66,1,4858.02
C00821,East,Power User,Low,10,29,730,30860.33,3086.03,0,25058.98
C00822,North,High Activity,Low,7,102,707,13494.1,1927.73,0,10612.16
C00823,Central,Mid Activity,Low,5,156,683,4463.1,892.62,0,3390.76
C00824,Central,Low Activity,Low,3,32,201,2796.51,932.17,0,625.25
C00825,Central,High Activity,Low,7,212,392,11934.14,1704.88,1,5203.77
C00826,East,High Activity,Low,8,48,489,11165.35,1395.67,0,6073.26
C00827,Central,Low Activity,Low,3,3,840,3662.12,1220.71,0,3421.79
C00828,Central,High Activity,Low,7,30,451,13146.31,1878.04,0,6595.07
C00829,South,Power User,Low,9,352,750,10173.91,1130.43,1,8487.66
C00830,Central,Mid Activity,Low,5,35,381,5681.28,1136.26,0,2407.76
C00831,North,High Activity,Low,7,201,211,5260.55,751.51,1,1234.68
C00832,Central,High Activity,Low,7,26,622,21043.9,3006.27,0,14559.84
C00833,North,Low Activity,High,2,317,341,1193.61,596.8,0,452.74
C00834,North,High Activity,Low,8,134,433,7562.25,945.28,0,3642.32
C00835,Central,High Activity,Low,7,8,700,13246.62,1892.37,0,10314.36
C00836,Central,Mid Activity,Low,6,29,830,20900.95,3483.49,0,19296.75
C00837,East,Low Activity,High,4,17,659,4679.04,1169.76,0,3429.91
C00838,Central,High Activity,High,8,22,189,16960.72,2120.09,0,3565.71
C00839,South,Mid Activity,High,5,355,684,4683.77,936.75,0,3563.61
C00840,South,Low Activity,High,3,16,739,4381.86,1460.62,1,3602.0
C00841,North,High Activity,Low,8,20,615,31436.47,3929.56,0,21505.49
C00842,South,Mid Activity,High,6,21,290,17255.28,2875.88,0,5566.22
C00843,North,Power User,Low,9,38,332,21162.66,2351.41,0,7815.36
C00844,East,High Activity,Low,8,110,814,4723.83,590.48,1,4277.2
C00845,North,Mid Activity,Low,6,1,281,13145.5,2190.92,0,4108.89
C00846,Central,Mid Activity,Low,5,30,370,4521.08,904.22,0,1860.74
C00847,North,Low Activity,Low,4,30,742,3893.07,973.27,1,3213.2
C00848,East,Power User,Low,10,14,260,23175.43,2317.54,0,6702.56
C00849,Central,Mid Activity,Low,5,39,668,5289.56,1057.91,0,3930.39
C00850,South,Power User,High,9,256,267,10545.82,1171.76,0,3132.08
C00851,North,Mid Activity,Low,5,10,373,7124.68,1424.94,0,2956.08
C00852,South,Low Activity,High,3,38,283,14822.7,988.18,0,933.22
C00853,North,Low Activity,Low,3,82,275,2439.94,813.31,0,746.36
C00854,East,Mid Activity,Low,6,26,602,16027.45,2671.24,0,10732.5
C00855,North,Power User,Low,9,17,377,26681.67,2964.63,1,11189.09
C00856,North,Mid Activity,Low,6,5,180,10733.8,1788.97,1,2149.15
C00857,North,High Activity,High,7,313,586,7083.02,1011.86,0,4616.96
C00858,Central,Low Activity,Low,4,53,557,3479.89,869.97,0,2156.05
C00859,South,Mid Activity,Low,6,18,346,13542.26,2257.04,0,5212.03
C00860,North,Power User,Low,9,88,688,15981.02,1775.67,0,12230.2
C00861,South,Mid Activity,High,5,107,817,7397.32,1479.46,0,6722.57
C00862,Central,Mid Activity,High,6,166,492,7035.86,1172.64,0,3850.54
C00863,Central,Low Activity,Low,2,23,772,2829.87,1414.94,0,2430.11
C00864,Central,Mid Activity,High,6,76,597,5702.75,950.46,0,3787.04
C00865,Central,High Activity,Low,7,13,860,13937.5,1991.07,1,13332.86
C00866,South,Low Activity,Low,4,10,656,3497.68,874.42,0,2552.26
C00867,North,High Activity,Low,7,130,252,8143.41,1163.34,0,2282.68
C00868,North,Mid Activity,Low,6,16,320,13710.72,2285.12,0,4880.35
C00869,East,Mid Activity,Low,6,24,761,18262.61,3043.77,0,15459.24
C00871,Central,High Activity,Low,7,179,519,9274.18,1324.88,0,5354.05
C00872,Central,High Activity,Low,8,77,487,7833.31,979.16,0,4243.39
C00873,South,High Activity,Low,7,261,424,8699.21,1242.74,1,4102.84
C00874,Central,Mid Activity,Low,6,58,694,8609.9,1434.98,0,6646.56
C00875,North,High Activity,Low,7,91,516,7889.38,1127.05,0,4528.26
C00876,North,High Activity,Low,7,246,754,7970.38,1138.63,1,6684.86
C00877,South,Mid Activity,Low,6,195,740,6353.59,1058.93,1,5229.87
C00878,South,Power User,High,11,323,255,12259.67,1114.52,1,3477.45
C00879,North,Mid Activity,High,5,12,354,4840.01,968.0,0,1905.85
C00881,North,High Activity,High,7,15,362,16548.47,2364.07,0,6663.57
C00883,North,Mid Activity,Low,6,16,244,24457.2,4076.2,0,6637.99
C00884,North,Mid Activity,Low,5,29,653,4443.86,888.77,0,3227.85
C00885,South,High Activity,Low,7,124,279,8117.14,1159.59,0,2519.11
C00886,North,Low Activity,Low,3,142,723,3655.05,1218.35,0,2939.49
C00887,South,Low Activity,High,3,25,307,3118.62,1039.54,0,1064.98
C00888,North,Power User,Low,10,206,631,11730.85,1173.08,1,8233.74
C00889,North,Low Activity,Low,2,319,548,1908.87,954.44,1,1163.59
C00890,North,Low Activity,High,4,90,222,5672.62,1418.15,0,1400.8
C00891,South,Mid Activity,High,5,336,598,5966.64,1193.33,1,3968.92
C00892,East,Low Activity,Low,4,84,667,5662.07,1415.52,0,4200.9
C00893,East,Low Activity,Low,3,316,257,4922.91,1640.97,1,1407.33
C00894,Central,High Activity,Low,7,10,449,16884.39,2412.06,0,8432.82
C00895,South,Low Activity,Low,3,15,853,4296.1,1432.03,0,4076.27
C00896,North,High Activity,Low,8,26,880,19995.21,2499.4,0,19572.61
C00897,Central,Power User,High,11,105,494,12792.56,1162.96,0,7029.5
C00898,East,Low Activity,High,2,9,347,2814.66,1407.33,1,1086.41
C00899,North,Low Activity,Low,3,21,518,3181.25,1060.42,0,1833.03
C00900,North,Mid Activity,Low,5,88,372,7795.82,1559.16,0,3225.85
C00901,North,Mid Activity,Low,5,64,632,5250.3,1050.06,0,3690.98
C00902,North,Power User,Low,9,84,462,12698.27,1410.92,0,6525.7
C00903,North,High Activity,Low,7,155,515,10489.75,1498.54,0,6009.16
C00904,South,Low Activity,Low,3,296,569,2538.92,846.31,1,1606.95
C00905,Central,High Activity,High,7,150,704,6999.91,999.99,1,5481.59
C00906,East,Power User,High,9,113,419,8890.61,987.85,0,4143.7
C00907,East,Power User,Low,9,58,662,13715.82,1523.98,0,10099.97
C00908,Central,Low Activity,High,3,24,838,2542.19,847.4,0,2369.7
C00909,Central,Mid Activity,High,6,156,895,7786.24,1297.71,0,7751.62
C00910,Central,Mid Activity,Low,5,11,771,7089.72,1417.94,0,6080.27
C00911,South,Low Activity,Low,4,299,734,5003.27,1250.82,0,4084.99
C00912,Central,Power User,Low,9,7,637,24003.05,2667.01,0,17007.75
C00913,South,Low Activity,Low,4,271,268,2490.49,622.62,0,742.43
C00914,Central,High Activity,High,8,39,839,18870.11,2358.76,0,17610.68
C00915,South,Low Activity,High,3,29,274,3436.42,1145.47,0,1047.36
C00916,Central,Low Activity,Low,2,33,631,1496.92,748.46,0,1050.67
C00917,Central,Mid Activity,Low,6,31,607,11391.5,1898.58,0,7691.47
C00918,East,Mid Activity,High,5,119,330,8347.65,1669.53,1,3064.21
C00919,South,Mid Activity,High,5,348,693,6948.33,1389.67,1,5356.18
C00920,North,Mid Activity,Low,5,42,555,7202.86,1440.57,0,4446.7
C00921,East,Low Activity,Low,4,270,201,5950.76,1487.69,1,1330.48
C00922,Central,Low Activity,Low,1,5,492,792.95,792.95,0,433.96
C00923,East,Low Activity,Low,3,19,698,3821.16,1273.72,0,2966.82
C00924,South,Low Activity,High,4,145,385,6118.1,1529.53,0,2620.11
C00925,Central,Mid Activity,Low,5,38,554,5396.1,1079.22,0,3325.29
C00926,North,Low Activity,Low,3,246,630,4826.2,1608.73,1,3382.09
C00927,Central,High Activity,Low,7,15,805,10715.42,1530.77,0,9594.98
C00928,Central,Mid Activity,Low,6,4,774,15255.8,2542.63,0,13134.56
C00929,South,Low Activity,Low,2,34,358,2638.52,1319.26,0,1050.71
C00930,Central,Power User,Low,9,210,389,12837.42,1426.38,1,5554.79
C00931,North,High Activity,Low,7,159,679,7795.75,1113.68,0,5888.01
C00932,East,Low Activity,Low,2,233,643,3007.27,1503.63,1,2150.91
C00933,East,Power User,Low,10,17,303,26297.72,2629.77,0,8863.41
C00934,Central,Low Activity,Low,4,165,292,2833.45,708.36,0,920.32
C00935,North,Power User,Low,10,55,191,17509.72,1750.97,0,3720.08
C00936,Central,Mid Activity,Low,5,8,305,4563.2,912.64,0,1548.14
C00937,North,Low Activity,Low,4,70,744,7102.8,1775.7,0,5878.18
C00938,East,High Activity,High,8,209,510,9221.55,1152.69,0,5231.34
C00939,North,Mid Activity,Low,6,165,462,6580.96,1096.83,1,3381.99
C00940,South,High Activity,Low,7,6,319,16761.42,2394.49,0,5947.6
C00941,Central,Low Activity,Low,4,22,580,3961.66,990.42,0,2555.92
C00942,South,High Activity,High,8,28,276,7946.44,993.3,0,2439.61
C00943,South,Mid Activity,High,6,36,696,64116.25,2137.21,1,9927.69
C00944,East,Power User,Low,9,161,748,11812.64,1312.52,0,9828.57
C00945,North,High Activity,Low,8,37,248,26015.39,3251.92,0,7176.65
C00946,North,Low Activity,Low,4,1,297,3370.37,842.59,0,1113.46
C00947,North,Mid Activity,Low,6,270,238,8244.4,1374.07,0,2182.62
C00948,East,Power User,Low,10,2,212,21687.2,2168.72,0,5114.22
C00949,East,Mid Activity,Low,6,23,497,15497.18,2582.86,0,8567.4
C00950,South,High Activity,Low,7,20,229,16827.28,2403.9,0,4286.38
C00951,South,Mid Activity,Low,5,24,668,5232.87,1046.57,0,3888.26
C00952,South,High Activity,Low,7,29,198,16765.84,2395.12,0,3692.59
C00953,North,High Activity,Low,7,139,376,10688.87,1526.98,0,4470.54
C00954,East,Mid Activity,Low,6,13,629,14534.32,2422.39,0,10169.19
C00955,Central,High Activity,Low,7,102,738,5837.4,833.91,0,4791.97
C00956,Central,Mid Activity,Low,5,27,858,5080.59,1016.12,0,4848.89
C00957,Central,Mid Activity,High,5,11,631,5784.41,1156.88,0,4060.02
C00958,North,High Activity,Low,8,32,468,19324.59,2415.57,0,10059.95
C00959,North,High Activity,Low,8,30,320,18152.48,2269.06,1,6461.39
C00960,South,Mid Activity,Low,6,36,263,15041.21,2506.87,0,4400.27
C00961,North,Low Activity,Low,4,36,873,6300.37,1575.09,0,6118.15
C00962,South,Low Activity,Low,4,23,570,4393.61,1098.4,0,2785.71
C00963,North,Low Activity,Low,4,136,770,6567.79,1641.95,0,5625.37
C00964,Central,Low Activity,High,3,34,394,2155.11,718.37,0,944.51
C00965,Central,High Activity,High,7,226,705,7575.22,1082.17,1,5940.5
C00966,Central,Low Activity,High,4,90,394,3161.83,790.46,0,1385.72
C00967,South,Low Activity,Low,4,16,582,4940.04,1235.01,0,3198.11
C00968,Central,Power User,Low,12,5,307,33606.82,2800.57,0,11476.42
C00969,South,Mid Activity,High,5,129,656,5758.18,1151.64,0,4201.76
C00970,Central,Power User,Low,11,37,583,25366.32,2306.03,0,16450.02
C00971,South,Power User,High,9,72,208,7129.03,792.11,0,1649.42
C00972,East,Low Activity,Low,4,69,517,6817.6,1704.4,1,3920.69
C00973,South,High Activity,High,8,74,893,9546.21,1193.28,0,9482.53
C00974,North,Mid Activity,Low,6,34,540,13546.96,2257.83,0,8137.23
C00975,North,Low Activity,Low,4,30,748,6675.04,1668.76,1,5553.87
C00976,Central,Mid Activity,Low,6,5,571,13753.73,2292.29,0,8735.69
C00977,South,High Activity,Low,7,33,397,10617.07,1516.72,0,4688.5
C00978,North,Mid Activity,High,6,14,753,10595.57,1765.93,0,8874.83
C00980,South,Low Activity,Low,3,32,381,2640.57,880.19,0,1119.08
C00981,Central,High Activity,High,7,95,196,6943.78,991.97,0,1513.89
C00982,South,Mid Activity,High,6,211,501,11546.91,1924.49,1,6434.95
C00983,North,Mid Activity,Low,5,309,697,4275.27,855.05,0,3314.63
C00984,North,High Activity,Low,8,46,749,6018.84,752.35,0,5014.55
C00985,South,Mid Activity,Low,6,2,504,15728.31,2621.39,0,8817.67
C00986,Central,High Activity,Low,7,35,591,16119.65,2302.81,0,10597.02
C00987,South,High Activity,High,7,185,497,9786.09,1398.01,0,5410.1
C00988,Central,High Activity,Low,7,9,860,11593.84,1656.26,0,11090.86
C00990,East,Mid Activity,Low,6,11,653,18539.38,3089.9,0,13466.33
C00991,South,Mid Activity,High,5,7,647,3582.47,716.49,0,2578.25
C00992,South,Power User,Low,9,13,604,20350.25,2261.14,0,13672.48
C00993,Central,Low Activity,Low,4,19,868,5628.36,1407.09,1,5434.28
C00994,South,Low Activity,High,3,14,383,4339.53,1446.51,1,1848.77
C00995,Central,Low Activity,High,2,6,762,2217.97,1108.99,0,1879.98
C00996,North,High Activity,High,8,282,566,6604.27,825.53,1,4157.95
C00997,East,Low Activity,Low,4,34,277,6599.42,1649.85,0,2033.41
C00998,North,Low Activity,Low,3,164,524,3199.01,1066.34,1,1864.61
C00999,East,Mid Activity,Low,5,132,387,8295.0,1659.0,1,3570.82
C01000,Central,High Activity,Low,7,108,693,9172.96,1310.42,0,7071.02
C01001,North,Low Activity,Low,3,326,815,3164.47,1054.82,0,2868.78
C01002,Central,High Activity,Low,8,12,765,20805.95,2600.74,0,17704.7
C01003,East,Mid Activity,Low,5,35,345,7726.2,1545.24,0,2965.0
C01004,South,Power User,Low,11,49,201,13470.89,1224.63,0,3011.85
C01005,East,Power User,Low,9,23,333,17229.49,1914.39,0,6382.01
C01006,South,High Activity,Low,7,20,618,7275.67,1039.38,0,5001.51
C01007,South,High Activity,Low,8,10,474,17049.55,2131.19,1,8989.4
C01008,East,Low Activity,Low,4,119,398,5769.17,1442.29,1,2554.09
C01009,North,Mid Activity,Low,5,6,848,22422.5,896.9,0,4230.1
C01010,Central,Power User,Low,9,218,674,12639.14,1404.35,1,9475.85
C01012,East,Mid Activity,Low,5,9,199,7118.24,1423.65,0,1575.67
C01013,East,Mid Activity,Low,5,357,732,2491.15,498.23,0,2028.39
C01014,North,Mid Activity,Low,6,143,327,4643.4,773.9,0,1688.98
C01015,South,Mid Activity,High,6,18,287,13023.29,2170.55,0,4157.61
C01016,East,Mid Activity,Low,5,28,582,8799.41,1759.88,0,5696.61
C01017,North,Low Activity,Low,4,117,775,3894.88,973.72,0,3357.66
C01018,South,High Activity,Low,7,31,662,16338.42,2334.06,1,12031.18
C01020,North,Mid Activity,Low,6,33,593,16285.05,2714.18,0,10741.99
C01021,South,Mid Activity,High,6,32,488,13883.67,2313.95,0,7536.42
C01022,Central,Low Activity,Low,4,86,313,4029.21,1007.3,0,1402.82
C01023,East,Mid Activity,Low,6,65,898,9322.18,1553.7,0,9311.83
C01024,East,Mid Activity,High,6,25,462,19501.93,3250.32,0,10022.12
C01025,East,Power User,Low,11,35,252,24782.49,2252.95,1,6946.8
C01026,Central,Mid Activity,Low,5,339,660,5871.03,1174.21,1,4310.23
C01027,East,Mid Activity,Low,5,35,531,6839.14,1367.83,0,4039.59
C01028,East,Power User,Low,10,49,739,7122.94,712.29,0,5855.2
C01029,Central,Mid Activity,Low,6,107,505,9159.54,1526.59,0,5145.24
C01030,East,Mid Activity,High,5,225,622,4726.32,945.26,1,3270.03
C01031,North,Low Activity,Low,3,34,279,3349.26,1116.42,0,1039.43
C01032,South,Mid Activity,Low,5,42,238,7976.33,1595.27,0,2111.65
C01033,North,Mid Activity,Low,5,235,687,7646.34,1529.27,1,5843.21
C01034,North,Mid Activity,High,6,2,437,7130.11,1188.35,0,3465.91
C01035,North,Low Activity,Low,3,165,592,2747.4,915.8,1,1809.19
C01036,South,Power User,High,9,155,631,12528.31,1392.03,0,8793.48
C01038,South,Mid Activity,High,6,32,774,20009.51,3334.92,0,17227.33
C01039,North,Mid Activity,Low,5,343,333,6176.89,1235.38,1,2288.0
C01040,Central,Mid Activity,Low,6,39,445,17391.66,2898.61,0,8608.77
C01041,Central,High Activity,Low,8,83,258,7812.27,976.53,0,2242.0
C01042,South,High Activity,Low,7,16,494,14392.56,2056.08,0,7908.7
C01043,Central,High Activity,High,8,48,841,12081.97,1510.25,0,11302.52
C01044,South,Low Activity,Low,4,10,739,4444.35,1111.09,0,3653.37
C01045,East,Power User,Low,9,37,427,14315.76,1590.64,0,6799.59
C01046,South,Low Activity,Low,4,256,789,5473.77,1368.44,1,4804.0
C01047,North,High Activity,Low,7,23,593,10903.05,1557.58,0,7191.9
C01048,North,High Activity,Low,7,26,204,20564.29,2937.76,0,4666.43
C01049,East,High Activity,High,7,51,463,8786.84,1255.26,0,4525.36
C01050,North,Low Activity,Low,4,3,628,3732.41,933.1,0,2607.28
C01052,Central,High Activity,High,7,29,247,16779.86,2397.12,0,4610.26
C01053,East,Mid Activity,High,6,5,186,12333.98,2055.66,0,2551.85
C01054,South,Low Activity,Low,3,349,316,5647.87,1882.62,1,1985.23
C01055,East,Mid Activity,Low,5,6,343,9378.52,1875.7,0,3578.23
C01056,Central,Power User,Low,11,269,262,14267.05,1297.0,1,4157.9
C01057,South,Low Activity,Low,4,200,829,6078.49,1519.62,1,5605.18
C01058,Central,Power User,Low,12,66,599,19111.7,1592.64,0,12734.03
C01059,Central,Low Activity,Low,3,155,252,2578.57,859.52,0,722.8
C01060,South,Low Activity,Low,4,37,416,5144.06,1286.01,1,2380.33
C01061,East,Low Activity,Low,4,351,225,3981.8,995.45,1,996.56
C01062,East,Low Activity,Low,3,5,797,2859.39,953.13,1,2534.97
C01063,South,Low Activity,Low,4,43,441,4945.93,1236.48,0,2426.2
C01064,Central,High Activity,Low,7,48,355,8813.16,1259.02,0,3480.16
C01065,Central,High Activity,Low,7,24,345,10616.16,1516.59,0,4074.04
C01066,South,High Activity,High,8,25,836,16596.59,2074.57,1,15433.51
C01067,North,Low Activity,Low,4,88,549,4498.86,1124.72,0,2747.37
C01068,North,Mid Activity,Low,6,74,233,9716.25,1619.38,0,2518.23
C01069,Central,Low Activity,Low,3,254,869,4646.44,1548.81,1,4491.38
C01070,Central,Mid Activity,Low,6,16,598,9771.56,1628.59,1,6499.87
C01071,Central,Mid Activity,Low,5,137,686,7969.09,1593.82,1,6080.98
C01072,North,Low Activity,Low,2,41,520,2721.57,1360.79,0,1574.22
C01073,North,Low Activity,Low,4,10,306,4538.06,1134.52,0,1544.66
C01074,North,Low Activity,Low,4,15,588,4185.39,1046.35,0,2737.5
C01075,East,Power User,High,9,248,546,7701.35,855.71,1,4677.37
C01076,Central,Power User,Low,11,20,450,17844.52,1622.23,0,8932.19
C01077,Central,Mid Activity,Low,5,107,823,3259.31,651.86,1,2983.76
C01078,South,Mid Activity,Low,6,38,784,12559.32,2093.22,0,10952.73
C01079,North,High Activity,Low,7,23,558,8527.43,1218.2,0,5292.87
C01080,East,Low Activity,High,4,34,252,3760.18,940.05,0,1054.03
C01081,South,Power User,Low,12,207,427,16764.66,1397.05,1,7962.72
C01082,North,Mid Activity,Low,6,51,222,9887.88,1647.98,0,2441.72
C01083,Central,Mid Activity,Low,6,7,556,8948.96,1491.49,0,5534.61
C01084,East,Low Activity,Low,4,237,220,5531.53,1382.88,1,1353.65
C01085,East,High Activity,High,8,161,349,8856.76,1107.09,0,3438.26
C01086,Central,Low Activity,Low,3,91,391,3135.41,1045.14,0,1363.68
C01087,South,Mid Activity,High,6,43,672,7478.4,1246.4,0,5590.08
C01088,North,Mid Activity,Low,5,329,859,5017.73,1003.55,0,4794.49
C01089,East,High Activity,Low,7,77,218,8223.23,1174.75,0,1994.07
C01090,North,Mid Activity,Low,5,25,548,6106.4,1221.28,0,3722.25
C01091,East,Mid Activity,Low,6,22,330,20187.73,3364.62,0,7410.4
C01093,South,Mid Activity,High,6,2,659,12558.51,2093.09,0,9205.87
C01094,Central,High Activity,High,7,135,615,7833.13,1119.02,0,5358.6
C01095,North,Low Activity,Low,4,65,226,5765.05,1441.26,0,1449.28
C01096,North,High Activity,Low,8,10,754,18974.59,2371.82,0,15914.15
C01097,North,Mid Activity,Low,5,305,545,7071.49,1414.3,1,4286.95
C01098,North,Low Activity,Low,3,91,248,4411.98,1470.66,0,1217.1
C01099,South,Power User,High,13,204,478,19574.82,1505.76,1,10408.0
C01100,Central,Mid Activity,Low,5,103,475,6131.67,1226.33,0,3239.75
C01101,North,Low Activity,Low,3,84,382,2552.87,850.96,0,1084.76
C01102,East,High Activity,Low,8,325,240,9197.0,1149.63,0,2455.27
C01103,East,Low Activity,Low,2,6,493,2095.63,1047.81,0,1149.21
C01104,East,Low Activity,Low,1,31,340,1433.14,1433.14,0,542.01
C01105,East,Low Activity,Low,4,148,510,6630.56,1657.64,0,3761.5
C01106,North,Power User,Low,11,224,707,18326.99,1666.09,1,14412.88
C01107,Central,Low Activity,Low,3,1,517,4396.97,1465.66,0,2528.63
C01108,South,Power User,High,10,83,785,9195.65,919.57,0,8029.62
C01109,South,Low Activity,Low,4,17,483,6483.79,1620.95,0,3483.51
C01110,North,High Activity,Low,7,103,682,9295.7,1327.96,0,7051.93
C01111,East,Mid Activity,Low,6,13,829,11854.32,1975.72,1,10931.29
C01112,North,Low Activity,Low,4,147,517,5834.31,1458.58,0,3355.22
C01113,North,Power User,High,9,333,729,10203.17,1133.69,1,8273.79
C01114,Central,Mid Activity,High,5,25,818,3075.7,615.14,0,2798.58
C01115,South,Mid Activity,High,6,273,454,5435.48,905.91,1,2744.94
C01116,South,Mid Activity,Low,5,103,343,5902.01,1180.4,0,2251.82
C01117,North,Mid Activity,High,5,144,622,5842.86,1168.57,0,4042.55
C01118,East,Low Activity,Low,4,151,498,3522.06,880.51,0,1951.03
C01119,Central,Mid Activity,Low,6,237,768,8551.93,1425.32,0,7305.76
C01120,North,Low Activity,Low,4,14,683,5423.72,1355.93,0,4120.58
C01121,East,High Activity,Low,8,32,865,12125.5,1515.69,0,11666.94
C01122,East,Low Activity,Low,3,29,566,5970.05,1990.02,0,3758.68
C01123,East,High Activity,Low,8,88,782,6684.99,835.62,0,5814.95
C01124,East,Mid Activity,High,5,22,870,5313.38,1062.68,0,5142.0
C01125,South,Low Activity,High,4,151,673,5250.48,1312.62,0,3930.56
C01126,South,Low Activity,High,4,286,669,4254.54,1063.63,1,3166.04
C01127,North,Power User,Low,9,4,252,30997.16,3444.13,0,8688.86
C01128,Central,Power User,Low,11,16,688,25607.85,2327.99,0,19597.58
C01129,Central,Mid Activity,Low,6,225,569,5540.91,923.48,1,3506.96
C01130,Central,Power User,Low,9,147,798,12459.2,1384.36,0,11059.48
C01131,South,Low Activity,High,2,34,474,660.35,330.18,1,348.18
C01133,North,Low Activity,Low,3,6,873,4760.93,1586.98,0,4623.25
C01134,North,Mid Activity,Low,5,13,728,2539.99,508.0,0,2056.86
C01135,South,Mid Activity,High,5,16,828,5394.0,1078.8,1,4968.0
C01136,North,Power User,Low,9,12,747,10852.9,1205.88,0,9017.94
C01137,East,High Activity,High,8,154,366,9631.51,1203.94,0,3921.17
C01138,Central,Mid Activity,Low,5,171,624,9365.28,1873.06,0,6500.5
C01139,Central,High Activity,Low,8,36,749,21896.22,2737.03,0,18242.81
C01140,South,Mid Activity,Low,6,117,542,6806.53,1134.42,0,4103.6
C01141,East,High Activity,Low,8,181,302,14107.5,352.69,1,947.83
C01142,Central,Low Activity,High,4,23,367,3472.65,868.16,0,1417.64
C01143,South,Mid Activity,High,5,8,859,5800.47,1160.09,0,5542.37
C01144,South,Power User,High,9,21,599,17809.73,1978.86,0,11866.56
C01145,Central,High Activity,High,8,305,805,10423.48,1302.93,0,9333.56
C01146,East,Low Activity,Low,3,304,431,4291.29,1430.43,0,2057.34
C01147,South,Low Activity,Low,3,24,798,2784.9,928.3,1,2472.02
C01148,South,High Activity,High,7,9,728,13923.2,1989.03,0,11274.86
C01149,East,Power User,Low,9,23,514,18501.7,2055.74,0,10578.26
C01150,East,Mid Activity,Low,5,113,271,4592.48,918.5,1,1384.39
C01151,South,High Activity,Low,7,142,709,6569.1,938.44,0,5180.73
C01152,East,Power User,Low,9,174,242,12260.34,1362.26,1,3300.34
C01153,South,High Activity,High,7,93,841,3015.12,430.73,0,2820.59
C01154,South,Mid Activity,High,5,209,691,3217.39,643.48,1,2473.0
C01155,South,High Activity,High,7,91,318,15051.1,2150.16,0,5323.98
